subject,predicate,object
871494,hasDescription,"Cycles; parts thereof, brakes, including coaster braking hubs and hub-brakes, and parts thereof"
871495,hasDescription,"Cycles; parts thereof, saddles"
871496,hasDescription,"Cycles; parts, pedals and crank-gear, and parts thereof"
871499,hasDescription,"Cycles; parts thereof, n.e.c. in item no. 8714.9"
871500,hasDescription,Baby carriages and parts thereof
871610,hasDescription,"Trailers and semi-trailers; of the caravan type, for housing or camping"
871620,hasDescription,"Trailers and semi-trailers; self-loading or self-unloading, for agricultural purposes"
871631,hasDescription,Tanker trailers and tanker semi-trailers
871639,hasDescription,Trailers and semi-trailers; (other than tanker type)
871640,hasDescription,Trailers and semi-trailers; n.e.c. in item no. 8716.3
871680,hasDescription,Vehicles; n.e.c. in heading no. 8716
871690,hasDescription,"Trailers, semi-trailers and other vehicles not mechanically propelled; parts thereof for heading no. 8716"
880100,hasDescription,"Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft."
880211,hasDescription,"Helicopters, except unmanned; of an unladen weight not exceeding 2000kg"
880212,hasDescription,"Helicopters, except unmanned; of an unladen weight exceeding 2000kg"
880220,hasDescription,"Aeroplanes and other aircraft, except unmanned; of an unladen weight not exceeding 2000kg"
880230,hasDescription,"Aeroplanes and other aircraft, except unmanned; of an unladen weight exceeding 2000kg but not exceeding 15,000kg"
880240,hasDescription,"Aeroplanes and other aircraft, except unmanned; of an unladen weight exceeding 15,000kg"
880260,hasDescription,Spacecraft; (including satellites) and suborbital and spacecraft launch vehicles
880400,hasDescription,Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto
880510,hasDescription,"Aircraft launching gear, deck-arrestor or similar gear and parts thereof"
880521,hasDescription,Ground flying trainers and parts thereof; air combat simulators and parts thereof
880529,hasDescription,Ground flying trainers and parts thereof; other than air combat simulators and parts thereof
880610,hasDescription,Unmanned aircraft; for carriage of passengers
880621,hasDescription,"Unmanned aircraft; for remote-controlled flight only, for other than for carriage of passengers, with the maximum take-off weight of not more than 250g"
880622,hasDescription,"Unmanned aircraft; for remote-controlled flight only, for other than for carriage of passengers, with the maximum take-off weight of more than 250g but not more than 7kg"
880623,hasDescription,"Unmanned aircraft; for remote-controlled flight only, for other than for carriage of passengers, with the maximum take-off weight of more than 7kg but not more than 25kg"
880624,hasDescription,"Unmanned aircraft; for remote-controlled flight only, for other than for carriage of passengers, with the maximum take-off weight of more than 25kg but not more than 150kg"
880629,hasDescription,"Unmanned aircraft; for remote-controlled flight only, for other than for carriage of passengers, with the maximum take-off weight of more than 150kg"
880691,hasDescription,Unmanned aircraft; for other than remote-controlled flight and other than for carriage of passengers with a maximum take-off weight not more than 250g
880692,hasDescription,Unmanned aircraft; for other than remote-controlled flight and other than for carriage of passengers with a maximum take-off weight more than 250g but not more than 7kg
880693,hasDescription,Unmanned aircraft; for other than remote-controlled flight and other than for carriage of passengers with a maximum take-off weight more than 7kg but not more than 25kg
880694,hasDescription,Unmanned aircraft; for other than remote-controlled flight and other than for carriage of passengers with a maximum take-off weight more than 25kg but not more than 150kg
880699,hasDescription,Unmanned aircraft; for other than remote-controlled flight and other than for carriage of passengers with a maximum take-off weight more than 150kg
880710,hasDescription,Aircraft and spacecraft; propellers and rotors and parts thereof
880720,hasDescription,Aircraft and spacecraft; under-carriages and parts thereof
880730,hasDescription,"Aircraft and spacecraft; parts of aeroplanes, helicopters or unmanned aircraft n.e.c. in heading no. 8807"
880790,hasDescription,Aircraft and spacecraft; parts thereof n.e.c. in chapter 88
890110,hasDescription,"Cruise ships, excursion boats and similar vessels, principally designed for the transport of persons, ferry boats of all kinds"
890120,hasDescription,Tankers
890130,hasDescription,"Vessels, refrigerated; other than tankers"
890190,hasDescription,"Vessels; n.e.c. in heading no. 8901, for the transport of goods and other vessels for the transport of both persons and goods"
890200,hasDescription,"Fishing vessels, factory ships and other vessels; for processing or preserving fishery products"
890311,hasDescription,"Yachts and other vessels; for pleasure or sports, inflatable (including rigid hull inflatable), fitted or designed to be fitted with a motor, unladen (net) weight (excluding the motor) not exceeding 100kg"
890312,hasDescription,"Yachts and other vessels; for pleasure or sports, inflatable (including rigid hull inflatable), not designed to be used with a motor and unladen (net) weight not exceeding 100kg"
890319,hasDescription,"Yachts and other vessels; for pleasure or sports, inflatable (including rigid hull inflatable), unladen (net) weight exceeding 100kg"
890321,hasDescription,"Sailboats; (other than inflatable) with or without auxiliary motor, for pleasure or sports, of a length not exceeding 7.5m"
890322,hasDescription,"Sailboats; (other than inflatable) with or without auxiliary motor, for pleasure or sports, of a length exceeding 7.5m but not exceeding 24m"
890323,hasDescription,"Sailboats; (other than inflatable) with or without auxiliary motor, for pleasure or sports, of a length exceeding 24m"
890331,hasDescription,"Motorboats; (other than outboard motorboats), for pleasure or sports, other than inflatable, of a length not exceeding 7.5m"
890332,hasDescription,"Motorboats; (other than outboard motorboats), for pleasure or sports, other than inflatable, of a length exceeding 7.5m but not exceeding 24m"
890333,hasDescription,"Motorboats; (other than outboard motorboats), for pleasure or sports, other than inflatable, of a length exceeding 24m"
890393,hasDescription,"Vessels; (other than sailboats and motorboats), for pleasure or sports, other than inflatable, of a length not exceeding 7.5m"
890399,hasDescription,"Vessels; (other than sailboats and motorboats), for pleasure or sports, other than inflatable, of a length exceeding 7.5m"
890400,hasDescription,Tugs and pusher craft
890510,hasDescription,Dredgers
890520,hasDescription,Floating or submersible drilling or production platforms
890590,hasDescription,"Vessels; light, fire-floats, floating cranes and other vessels, the navigability of which is subsidiary to their main function, floating docks"
890610,hasDescription,Vessels; warships
890690,hasDescription,"Vessels; other, including lifeboats other than rowing boats, other than warships"
890710,hasDescription,Rafts; inflatable
890790,hasDescription,"Floating structures; tanks, coffer-dams, landing stages, buoys and beacons"
890800,hasDescription,Vessels and other floating structures; for breaking up
900110,hasDescription,"Optical fibres, optical fibre bundles and cables; excluding those of heading no. 8544"
900120,hasDescription,"Optical elements; polarising material, sheets and plates thereof"
900130,hasDescription,"Lenses, contact; unmounted, of any material, excluding elements of glass not optically worked"
900140,hasDescription,"Lenses, spectacle; unmounted, of glass, excluding elements of glass not optically worked"
900150,hasDescription,"Lenses, spectacle; unmounted, of materials other than glass"
900190,hasDescription,"Optical elements; lenses n.e.c. in heading no. 9001, prisms, mirrors and other optical elements, unmounted, of any material (excluding elements of glass not optically worked)"
900211,hasDescription,"Lenses; objective, for cameras, projectors or photographic enlargers or reducers, mounted, being parts or fittings for instruments or apparatus, of any material (excluding glass not optically worked)"
